mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,7.00068473815918,1.9218921661376953,4.689216613769531
mig,0.6,13.899087905883789,4.095554351806641,12.424468994140625
mps-uncap,0.7,6.877422332763672,1.9109249114990234,4.641532897949219
mig,0.7,13.763666152954102,4.021644592285156,12.35818862915039
mps-uncap,0.8,6.995201110839844,1.9202232360839844,4.685163497924805
mig,0.8,13.788938522338867,4.025697708129883,12.374639511108398
mps-uncap,0.9,7.032871246337891,1.9192695617675781,4.701137542724609
mig,0.9,13.836860656738281,4.066705703735352,12.430906295776367
mps-uncap,1.0,7.020711898803711,1.9116401672363281,4.76384162902832
mig,1.0,13.91148567199707,4.093408584594727,12.460708618164062
mps-uncap,1.1,7.718086242675781,1.9125938415527344,5.473613739013672
mig,1.1,14.029264450073242,4.14729118347168,12.568473815917969
mps-uncap,1.2,9.008407592773438,1.9235610961914062,6.110906600952148
mig,1.2,13.981342315673828,4.143953323364258,12.522459030151367
mps-uncap,1.3,9.338617324829102,1.9545555114746094,5.352973937988281
mig,1.3,14.00303840637207,4.094362258911133,12.534379959106445
