mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,25.826001167297388,11.602849960327143,19.68736648559571
mig,0.6,55.54943084716795,19.2893862724304,57.65253067016594
mps-uncap,0.7,35.744380950927685,20.523481369018562,28.49540710449222
mig,0.7,107.75663137435909,25.37991762161253,75.95764398574805
mps-uncap,0.8,50.73667526245114,40.29269933700562,33.902192115783734
mig,0.8,138.5506463050842,47.41115570068361,102.69536972045901
mps-uncap,0.9,71.84648513793945,138.48185539245657,66.73045158386238
mig,0.9,182.65821933746327,93.82812976837157,292.38293647766085
mps-uncap,1.0,124.16269302368164,353.4522199630738,76.2556266784668
mig,1.0,909.75426197052,1123.3592987060547,754.601125717163
mps-uncap,1.1,308.3156490325928,13160.97176074982,480.94360589981085
mig,1.1,6791.737937927246,6380.497016906738,9400.40235042572
mps-uncap,1.2,685.2708745002747,33282.90852308273,5806.626954078674
mig,1.2,15623.436946868891,13857.70408630371,15972.44644165039
mps-uncap,1.3,12209.000103473663,35633.48465204239,7414.883618354797
mig,1.3,20699.663484096534,19397.215576171875,19730.743551254272
