mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,12.207269668579102,4.8842668533325195,11.069488525390625
mig,0.6,15.959024429321289,5.098462104797363,13.802576065063478
mps-uncap,0.7,11.700820922851562,5.513191223144533,11.369109153747559
mig,0.7,15.871143341064451,4.976153373718262,13.683080673217773
mps-uncap,0.8,12.78996467590332,5.939483642578125,10.549068450927734
mig,0.8,15.741991996765137,4.862308502197266,13.592100143432617
mps-uncap,0.9,12.093544006347656,6.53076171875,11.948680877685547
mig,0.9,15.497684478759766,4.789257049560547,13.474464416503906
mps-uncap,1.0,12.953519821166992,6.374359130859375,11.017560958862305
mig,1.0,15.240955352783203,4.716396331787109,13.331127166748047
mps-uncap,1.1,13.124752044677734,6.159877777099609,12.283086776733398
mig,1.1,15.232563018798828,4.711389541625977,13.337898254394531
mps-uncap,1.2,12.254762649536133,7.614850997924805,12.325286865234375
mig,1.2,15.193891525268555,4.707002639770508,13.290643692016602
mps-uncap,1.3,13.224339485168457,6.946516036987305,11.28077507019043
mig,1.3,15.322685241699219,4.751777648925781,13.411951065063477
