mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,9.390592575073242,3.3431053161621094,7.809638977050781
mig,0.6,14.195919036865234,4.189133644104004,12.637495994567871
mps-uncap,0.7,9.595632553100586,3.1371116638183594,7.556438446044922
mig,0.7,14.169692993164062,4.193305969238281,12.609004974365234
mps-uncap,0.8,10.671854019165039,3.354668617248535,8.14962387084961
mig,0.8,14.243245124816895,4.216670989990234,12.671470642089844
mps-uncap,0.9,11.215925216674805,3.7692785263061523,10.221481323242188
mig,0.9,14.330148696899414,4.262685775756836,12.738943099975586
mps-uncap,1.0,12.297868728637695,4.467248916625977,9.935140609741211
mig,1.0,14.420509338378906,4.308223724365234,12.834787368774414
mps-uncap,1.1,12.714862823486328,4.682064056396484,11.625289916992188
mig,1.1,14.453530311584473,4.318714141845703,12.87698745727539
mps-uncap,1.2,11.971712112426758,5.238175392150879,11.937618255615234
mig,1.2,14.455080032348633,4.319667816162109,12.860298156738281
mps-uncap,1.3,12.800931930541992,5.557417869567871,10.568380355834961
mig,1.3,14.45627212524414,4.314661026000977,12.849569320678711
