mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,11.287927627563477,4.781579971313478,8.337259292602539
mig,0.6,27.673006057739258,9.453892707824707,27.585864067077637
mps-uncap,0.7,13.685464859008793,7.974004745483404,11.0396146774292
mig,0.7,48.516154289245605,13.072586059570318,38.28320503234867
mps-uncap,0.8,23.21686744689941,15.897440910339355,13.435840606689453
mig,0.8,65.99087715148926,20.393848419189453,49.888396263122544
mps-uncap,0.9,30.743002891540527,52.329063415527344,29.052352905273438
mig,0.9,115.10145664215088,41.21966361999512,141.5022373199463
mps-uncap,1.0,59.90395545959472,221.68107032775893,32.84318447113039
mig,1.0,705.7374477386475,872.7065563201904,557.7103137969971
mps-uncap,1.1,215.45448303222656,11704.302501678469,310.0217580795289
mig,1.1,5986.496329307556,5839.20259475708,8438.67816925049
mps-uncap,1.2,500.01049041748036,30668.30759048462,5456.703400611878
mig,1.2,13936.46411895752,12357.54861831665,14322.361373901367
mps-uncap,1.3,10715.90919494629,32445.57220935822,7027.125310897827
mig,1.3,19000.255703926086,17885.32657623291,17688.131999969482
