mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,15.044236183166507,6.917738914489744,13.147411346435549
mig,0.6,17.27919578552246,6.1729550361633265,14.877307415008543
mps-uncap,0.7,14.363799095153809,7.728796005249024,13.290381431579602
mig,0.7,17.33148336410522,6.113379001617429,14.937136173248287
mps-uncap,0.8,15.329189300537106,7.850508689880371,12.394571304321294
mig,0.8,17.081689834594723,6.0568094253540075,14.752891063690186
mps-uncap,0.9,14.51021432876587,7.869470119476319,13.704147338867188
mig,0.9,17.298316955566396,5.943918228149405,14.72123146057128
mps-uncap,1.0,14.32586431503296,7.555541992187501,11.911039352416994
mig,1.0,16.82358741760254,5.608415603637692,14.4061279296875
mps-uncap,1.1,14.088211059570312,7.128605842590332,12.952468395233156
mig,1.1,16.61036014556884,5.519909858703613,14.239931106567381
mps-uncap,1.2,13.04849624633789,8.01396369934082,12.732257843017578
mig,1.2,16.182994842529297,5.409059524536131,14.113907814025879
mps-uncap,1.3,13.758397102355957,7.776064872741699,12.010307312011719
mig,1.3,16.98017120361328,5.779075622558591,14.802207946777344
