mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,21.230459213256836,8.60905647277832,16.399097442626953
mig,0.6,42.11115837097168,13.894319534301758,40.49625396728516
mps-uncap,0.7,23.94099235534668,11.928701400756848,19.885778427124023
mig,0.7,63.06941509246826,17.626094818115234,51.4117956161499
mps-uncap,0.8,34.3289852142334,20.18368244171143,22.18341827392578
mig,0.8,80.56733608245848,24.807453155517578,63.03207874298094
mps-uncap,0.9,42.10841655731201,56.49113655090332,39.169025421142585
mig,0.9,129.49585914611816,45.60937881469726,154.79545593261722
mps-uncap,1.0,72.09491729736328,225.8012771606446,42.97585487365723
mig,1.0,720.2708244323729,877.3830413818359,570.6357955932617
mps-uncap,1.1,227.98008918762204,11708.172225952148,321.46201133728033
mig,1.1,6001.137971878052,5843.535327911377,8451.73273086548
mps-uncap,1.2,511.7953062057494,30673.153519630432,5467.531394958496
mig,1.2,13951.088237762451,12361.90490722656,14335.671329498291
mps-uncap,1.3,10728.996181488037,32451.856565475468,7037.536096572876
mig,1.3,19014.644503593445,17889.62721824646,17701.00212097168
