mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,60.30726432800293,33.05506706237793,42.72723197937012
mig,0.6,117.77520179748535,39.40010070800781,103.18136215209961
mps-uncap,0.7,70.56999206542969,42.64473915100098,62.311410903930664
mig,0.7,166.95284843444824,42.03987121582031,138.1363868713379
mps-uncap,0.8,88.0727767944336,114.11809921264648,72.44586944580078
mig,0.8,198.18973541259766,73.94719123840332,206.45737648010254
mps-uncap,0.9,121.27375602722168,186.6455078125,119.33016777038574
mig,0.9,229.10308837890625,134.01174545288086,394.76990699768066
mps-uncap,1.0,221.04310989379883,406.4319133758545,124.6194839477539
mig,1.0,982.8033447265625,1184.807300567627,822.6938247680664
mps-uncap,1.1,363.95740509033203,13385.611295700073,576.4083862304688
mig,1.1,6916.663646697998,6439.3064975738525,9466.80498123169
mps-uncap,1.2,802.3831844329834,33573.816537857056,5917.666912078857
mig,1.2,15893.42451095581,14000.069618225098,16122.336626052856
mps-uncap,1.3,12419.976472854614,36073.29320907593,7529.69765663147
mig,1.3,20956.191301345825,19649.982690811157,20017.202138900757
