mode,load,0_mobilenet_v2-16,1_mobilenet_v3_large-4,2_mobilenet_v3_small-2
mps-uncap,0.8,3.170490264892578,2.7970075607299805,2.443552017211914
mps-uncap,0.9,7.171392440795898,8.450508117675781,4.677295684814453
mps-uncap,1.0,31.600594520568848,332.6839208602905,11.967778205871582
mps-uncap,0.5,0.36656856536865234,0.2936124801635742,0.39076805114746094
mps-uncap,0.6,1.0776519775390625,1.1889934539794922,0.4940032958984375
mps-uncap,0.7,1.9162893295288086,1.8805265426635742,1.3301372528076172
mps-uncap,0.1,0.05078315734863281,0.050067901611328125,0.05054473876953125
mps-uncap,0.2,0.05030632019042969,0.049114227294921875,0.04887580871582031
mps-uncap,0.3,0.04887580871582031,0.04744529724121094,0.047206878662109375
mps-uncap,0.4,0.049591064453125,0.05793571472167969,0.11742115020751953
