mode,load,0_densenet161-2,1_densenet169-4,2_resnet152-16
mps-uncap,0.8,99.14836640986124,178.5434007876716,665.678626852561
mps-uncap,0.9,112.51307905351217,200.46402500371636,752.8697698923679
mps-uncap,1.0,126.53240534140828,220.37224321483697,839.19634967065
mps-uncap,0.5,62.67857825576695,111.0553140527163,410.3882177227664
mps-uncap,0.6,74.70557748034895,134.22091272065452,502.09242073971967
mps-uncap,0.7,86.31701945527178,159.75977318874905,570.3321668381215
mps-uncap,0.1,13.316609833697274,21.1621364561662,81.09510692889056
mps-uncap,0.2,25.469064881658976,43.75317953215635,158.8923716812043
mps-uncap,0.3,36.81445429301784,68.5381499877919,252.5623168960136
mps-uncap,0.4,48.77006369240591,83.52315859717372,324.12267168686174
