mode,load,0_densenet161-2,1_densenet169-4,2_resnet152-16
mps-uncap,0.8,17.591934204101562,17.043685913085938,19.01646614074707
mps-uncap,0.9,16.414790153503418,18.335604667663574,19.107046127319336
mps-uncap,1.0,16.42385721206665,18.450212478637695,19.31225061416626
mps-uncap,0.5,18.28872203826904,19.12403106689453,18.36859703063965
mps-uncap,0.6,17.957315444946286,18.13699007034301,18.489367961883545
mps-uncap,0.7,16.945648193359375,18.111326694488525,18.734254837036133
mps-uncap,0.1,26.05247974395752,27.122762203216553,20.689859390258796
mps-uncap,0.2,25.888404846191406,26.724672317504883,19.074137210845947
mps-uncap,0.3,22.930550575256348,25.01734733581545,18.919005393981934
mps-uncap,0.4,19.12403345108032,19.724810123443607,18.73599052429199
