mode,load,0_densenet161-2,1_densenet169-4,2_resnet152-16
mps-uncap,0.8,17.038965225219727,16.432762145996094,18.661785125732422
mps-uncap,0.9,15.911149978637695,17.929601669311523,18.847084045410156
mps-uncap,1.0,16.12832546234131,18.154144287109375,19.070982933044434
mps-uncap,0.5,16.149139404296875,17.653226852416992,17.63265132904053
mps-uncap,0.6,16.581201553344727,16.373038291931152,17.93200969696045
mps-uncap,0.7,15.540122985839844,17.37215518951416,18.33324432373047
mps-uncap,0.1,24.12581443786621,24.975299835205078,18.96500587463379
mps-uncap,0.2,22.70679473876953,23.57196807861328,18.165993690490723
mps-uncap,0.3,17.908811569213867,18.555164337158203,17.994403839111328
mps-uncap,0.4,17.307639122009277,17.9476261138916,17.553520202636715
