mode,load,0_densenet161-2,1_densenet169-4,2_resnet152-16
mps-uncap,0.8,219.42400932312012,129.87565994262695,210.65568923950195
mps-uncap,0.9,195.89853286743164,272.29905128479004,275.76565742492676
mps-uncap,1.0,901.909589767456,1002.3865699768066,1154.7324657440186
mps-uncap,0.5,55.916547775268555,56.02312088012695,126.2822151184082
mps-uncap,0.6,71.70581817626953,65.81664085388184,100.02994537353516
mps-uncap,0.7,99.84707832336426,110.61239242553711,131.75392150878906
mps-uncap,0.1,44.786930084228516,49.31211471557617,38.07687759399414
mps-uncap,0.2,53.09295654296875,56.64968490600586,39.360761642456055
mps-uncap,0.3,49.649715423583984,52.15859413146973,65.07420539855957
mps-uncap,0.4,57.66725540161133,66.77842140197754,81.60948753356934
