mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,18.013739585876465,6.155943870544437,6.194353103637698
mps-uncap,0.9,43.62115859985353,10.095787048339844,10.667276382446289
mps-uncap,1.0,562.4158382415771,346.67043685913086,99.78826045989992
mps-uncap,0.5,9.26642417907715,1.8146038055419929,1.8532752990722656
mps-uncap,0.6,10.66873073577882,2.6938915252685547,2.6842594146728516
mps-uncap,0.7,11.341571807861333,3.551006317138672,3.479552268981934
mps-uncap,0.1,0.07233619689941408,0.062179565429687486,0.06465911865234376
mps-uncap,0.2,5.464076995849609,0.2967357635498078,0.24139881134033203
mps-uncap,0.3,7.4110507965087935,1.085519790649414,1.0667800903320315
mps-uncap,0.4,8.702898025512695,1.4860153198242188,1.5271186828613283
