mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,16.05206966400147,3.4773159027099605,3.604669570922852
mps-uncap,0.9,16.768321990966797,3.59074115753174,3.7314891815185547
mps-uncap,1.0,17.646284103393555,3.8815188407897923,3.7576413154602046
mps-uncap,0.5,13.869476318359371,3.228602409362793,3.3462142944335938
mps-uncap,0.6,14.215316772460941,3.436720371246338,3.3322525024414036
mps-uncap,0.7,14.83797073364258,3.3970355987548833,3.510875701904295
mps-uncap,0.1,14.039697647094727,2.7138233184814453,2.7310562133789062
mps-uncap,0.2,14.122056961059569,2.9113745689392077,3.0079007148742676
mps-uncap,0.3,13.834857940673828,3.1704902648925777,3.104352951049806
mps-uncap,0.4,14.091980457305908,3.2533550262451176,3.177633285522461
