mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,17.2269344329834,4.1370391845703125,4.154682159423828
mps-uncap,0.9,17.927885055541992,4.462242126464844,4.981517791748047
mps-uncap,1.0,19.546985626220703,4.55474853515625,4.712104797363281
mps-uncap,0.5,15.254974365234375,3.7734508514404297,3.85284423828125
mps-uncap,0.6,16.076326370239258,3.9739608764648438,3.835439682006836
mps-uncap,0.7,16.386747360229492,3.9305686950683594,3.937959671020508
mps-uncap,0.1,18.344879150390625,3.4613609313964844,3.6001205444335938
mps-uncap,0.2,14.766216278076172,3.540515899658203,3.610849380493164
mps-uncap,0.3,15.111207962036133,3.6809444427490234,3.6690235137939453
mps-uncap,0.4,14.955520629882812,3.780364990234375,3.5943984985351562
