mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,392.0828864839255,494.35854263624407,481.1735912670179
mps-uncap,0.9,450.78126703434737,551.333063035735,526.4388391641438
mps-uncap,1.0,513.7706783026366,622.744543458257,610.565737719134
mps-uncap,0.5,244.62633139645814,300.78235000815056,296.004729970976
mps-uncap,0.6,291.1523261123912,370.6579532857597,363.2887517285982
mps-uncap,0.7,344.3303424443359,431.85954515494944,421.7581473040834
mps-uncap,0.1,47.27503772917833,61.0607141281503,61.612026622835565
mps-uncap,0.2,97.5116353736407,125.62820432767029,120.67933836699639
mps-uncap,0.3,153.37137181260294,186.44424149680717,181.86160332713018
mps-uncap,0.4,194.80225249250415,239.56441483268986,240.96729214494394
