mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,62.456607818603516,30.902385711669922,25.493621826171875
mps-uncap,0.9,139.81223106384277,51.892995834350586,57.221412658691406
mps-uncap,1.0,951.5185356140137,429.70895767211914,177.02579498291016
mps-uncap,0.5,30.94768524169922,7.850885391235352,13.554573059082031
mps-uncap,0.6,51.07259750366211,14.970541000366211,14.421701431274414
mps-uncap,0.7,38.42329978942871,16.825437545776367,18.115997314453125
mps-uncap,0.1,19.690513610839844,2.986907958984375,2.9649734497070312
mps-uncap,0.2,38.596153259277344,4.93621826171875,5.110502243041992
mps-uncap,0.3,27.92811393737793,4.830837249755859,7.533788681030273
mps-uncap,0.4,33.08272361755371,5.514621734619141,9.686708450317383
