mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,4.882097244262695,1.6336441040039062,1.6319751739501953
mps-uncap,0.9,4.936456680297852,1.6276836395263672,1.630544662475586
mps-uncap,1.0,4.985809326171875,1.6300678253173828,1.6398429870605469
mps-uncap,0.5,4.87518310546875,1.6248226165771484,1.6231536865234375
mps-uncap,0.6,4.879951477050781,1.6248226165771484,1.6231536865234375
mps-uncap,0.7,4.931211471557617,1.6214847564697266,1.6188621520996094
mps-uncap,0.1,5.047321319580078,1.6264915466308594,1.6331672668457031
mps-uncap,0.2,4.907369613647461,1.6262531280517578,1.6291141510009766
mps-uncap,0.3,4.962444305419922,1.6207695007324219,1.6276836395263672
mps-uncap,0.4,4.966497421264648,1.6303062438964844,1.6183853149414062
