mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-2
mps-uncap,0.8,4.982948303222656,1.6489028930664062,1.6491413116455078
mps-uncap,0.9,5.022287368774414,1.6484260559082031,1.6427040100097656
mps-uncap,1.0,6.278276443481445,1.6391277313232422,1.6489028930664062
mps-uncap,0.5,5.003213882446289,1.636505126953125,1.6422271728515625
mps-uncap,0.6,4.966497421264648,1.6434192657470703,1.6405582427978516
mps-uncap,0.7,4.975795745849609,1.6405582427978516,1.6331672668457031
mps-uncap,0.1,5.065202713012695,1.6429424285888672,1.650094985961914
mps-uncap,0.2,4.93931770324707,1.6396045684814453,1.638650894165039
mps-uncap,0.3,4.981040954589844,1.634836196899414,1.6410350799560547
mps-uncap,0.4,5.089282989501953,1.6427040100097656,1.6350746154785156
