mode,load,0_resnet152-8,1_vgg11-8,2_vgg19-16
mps-uncap,0.8,157.2255611419678,46.89624309539795,104.77018356323242
mps-uncap,0.9,501.99875831604004,164.89386558532715,246.82245254516593
mps-uncap,1.0,1446.7688083648682,3830.042815208435,3650.2635478973402
mps-uncap,0.5,45.812368392944336,13.72826099395752,31.24547004699707
mps-uncap,0.6,76.70950889587401,17.48471260070801,46.75192832946777
mps-uncap,0.7,103.94916534423828,26.226329803466818,63.04490566253662
mps-uncap,0.1,33.532094955444336,7.524156570434575,18.85533332824707
mps-uncap,0.2,32.38911628723145,9.420633316040037,20.7557201385498
mps-uncap,0.3,35.667967796325684,9.734392166137695,23.986291885375977
mps-uncap,0.4,40.82336425781253,11.151671409606934,26.928305625915527
