mode,load,0_resnet152-8,1_vgg11-8,2_vgg19-16
mps-uncap,0.8,70.29706249883364,706.9214973304383,724.350011032788
mps-uncap,0.9,79.47656648400311,789.0127540870972,794.0828042609929
mps-uncap,1.0,80.09856503702105,811.3736238025347,812.1060393021978
mps-uncap,0.5,40.391286015355846,425.9377083834538,434.3231540455545
mps-uncap,0.6,53.19799118656695,537.3000611970959,523.5214501997217
mps-uncap,0.7,57.25654077659014,594.9826261756646,637.0703394153076
mps-uncap,0.1,8.379037789677087,94.2720950046383,95.3123059498019
mps-uncap,0.2,16.61227818473425,181.2634209161414,178.67160969390451
mps-uncap,0.3,26.64508099318614,256.0632640239568,261.4231240317775
mps-uncap,0.4,32.82182742390435,335.8086859261503,363.08833459002744
