mode,load,0_resnet152-8,1_vgg11-8,2_vgg19-16
mps-uncap,0.8,87.16268539428711,12.211871147155762,19.72804069519043
mps-uncap,0.9,96.11806869506836,12.747049331665039,20.328760147094727
mps-uncap,1.0,98.39403629302979,12.968850135803223,20.45269012451172
mps-uncap,0.5,42.71960258483887,10.084748268127441,17.3875093460083
mps-uncap,0.6,63.402533531188965,10.998773574829105,18.604660034179688
mps-uncap,0.7,79.90207672119142,11.737823486328125,19.414186477661133
mps-uncap,0.1,33.489131927490234,5.846929550170899,16.957998275756843
mps-uncap,0.2,31.65991306304932,7.935047149658201,15.804576873779297
mps-uncap,0.3,32.8653335571289,8.912920951843262,15.850830078125007
mps-uncap,0.4,38.0575180053711,9.67264175415039,16.902804374694824
