mode,load,0_resnet152-8,1_vgg11-8,2_vgg19-16
mps-uncap,0.8,100.31628608703613,16.417503356933594,22.8884220123291
mps-uncap,0.9,102.64873504638672,16.303539276123047,23.39935302734375
mps-uncap,1.0,107.8801155090332,15.898466110229492,23.320436477661133
mps-uncap,0.5,71.05851173400879,15.22374153137207,21.343708038330078
mps-uncap,0.6,94.42329406738281,14.20140266418457,22.26543426513672
mps-uncap,0.7,96.29511833190918,15.520572662353516,22.36199378967285
mps-uncap,0.1,40.79604148864746,14.325857162475586,22.15266227722168
mps-uncap,0.2,43.823957443237305,14.891624450683594,21.846771240234375
mps-uncap,0.3,63.870906829833984,14.063596725463867,19.327402114868164
mps-uncap,0.4,67.32845306396484,16.595125198364258,20.23768424987793
