mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,32.21917152404785,12.475728988647461,9.900569915771484
mps-uncap,0.9,34.18374061584473,13.00501823425293,9.580612182617188
mps-uncap,1.0,32.63115882873535,12.87698745727539,9.93967056274414
mps-uncap,0.5,30.022144317626953,11.823892593383789,9.199857711791992
mps-uncap,0.6,30.642032623291016,11.455297470092773,9.512186050415039
mps-uncap,0.7,31.73542022705078,12.231826782226562,9.902715682983398
mps-uncap,0.1,17.48800277709961,9.428739547729492,8.501052856445312
mps-uncap,0.2,27.233123779296875,10.138750076293945,9.190797805786133
mps-uncap,0.3,27.195453643798828,11.490821838378906,9.125471115112305
mps-uncap,0.4,30.87759017944336,10.123491287231445,9.349346160888672
