mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,0.010251998901367188,0.010013580322265625,0.009059906005859375
mps-uncap,0.9,0.012159347534179688,0.0095367431640625,0.009298324584960938
mps-uncap,1.0,0.013589859008789062,0.010728836059570312,0.010251998901367188
mps-uncap,0.5,0.012636184692382812,0.01049041748046875,0.008344650268554688
mps-uncap,0.6,0.01239776611328125,0.010251998901367188,0.009298324584960938
mps-uncap,0.7,0.012159347534179688,0.009298324584960938,0.008344650268554688
mps-uncap,0.1,0.02574920654296875,0.011444091796875,0.010967254638671875
mps-uncap,0.2,0.0209808349609375,0.011444091796875,0.010728836059570312
mps-uncap,0.3,0.019311904907226562,0.011444091796875,0.010967254638671875
mps-uncap,0.4,0.011920928955078125,0.011205673217773438,0.010728836059570312
