mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,10.42032241821289,2.306222915649414,5.16819953918457
mps-uncap,0.9,10.476827621459961,2.2885799407958984,5.167722702026367
mps-uncap,1.0,10.518789291381836,2.258777618408203,5.196571350097656
mps-uncap,0.5,10.364770889282227,2.28118896484375,5.152225494384766
mps-uncap,0.6,10.394573211669922,2.3186206817626953,5.157232284545898
mps-uncap,0.7,10.416746139526367,2.2525787353515625,5.1708221435546875
mps-uncap,0.1,10.445833206176758,2.389192581176758,5.1517486572265625
mps-uncap,0.2,10.405540466308594,2.3012161254882812,5.157709121704102
mps-uncap,0.3,10.371208190917969,2.267122268676758,5.142927169799805
mps-uncap,0.4,10.34855842590332,2.3338794708251953,5.165815353393555
