mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,30.604653358459473,10.893993377685547,9.081120491027827
mps-uncap,0.9,33.40458869934082,11.285698413848879,8.72229814529419
mps-uncap,1.0,31.248044967651367,11.917839050292969,9.517705440521238
mps-uncap,0.5,27.97741889953613,9.723436832427971,8.417747020721436
mps-uncap,0.6,29.38247680664062,10.008845329284668,8.674917221069338
mps-uncap,0.7,30.314474105834954,10.443801879882812,8.865349292755127
mps-uncap,0.1,16.441202163696286,7.782025337219238,7.689366340637205
mps-uncap,0.2,20.090332031249986,7.598018646240228,8.073008060455319
mps-uncap,0.3,26.212682723999023,8.950011730194078,8.175590038299559
mps-uncap,0.4,28.271641731262207,9.16062593460085,8.38456392288208
