mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,42.08748340606688,14.077830314636225,18.882036209106445
mps-uncap,0.9,99.82142448425294,42.199015617370605,44.36311721801759
mps-uncap,1.0,397.11058139801025,691.6182994842536,301.19307041168213
mps-uncap,0.5,11.369132995605467,6.192445755004883,6.130337715148926
mps-uncap,0.6,17.83294677734378,7.5711965560913095,8.728790283203125
mps-uncap,0.7,29.66585159301758,8.711242675781255,14.032721519470213
mps-uncap,0.1,0.06809234619140625,0.07190704345703122,0.06971359252929688
mps-uncap,0.2,0.0767230987548828,2.7937889099121094,2.220273017883301
mps-uncap,0.3,3.152632713317876,4.540205001831055,4.043960571289063
mps-uncap,0.4,8.478212356567386,5.392670631408691,5.047202110290531
