mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,133.55768203735352,41.89140319824224,47.90384769439696
mps-uncap,0.9,243.96423339843753,140.45939445495605,109.195613861084
mps-uncap,1.0,664.7909879684448,1561.2939405441284,464.6140861511226
mps-uncap,0.5,46.637458801269524,19.82682943344116,21.188044548034622
mps-uncap,0.6,64.62225198745728,22.707965373992916,28.33096504211426
mps-uncap,0.7,99.14360046386709,26.558978557586748,36.87691688537598
mps-uncap,0.1,17.51265525817871,12.342483997344976,10.460400581359863
mps-uncap,0.2,24.895553588867188,13.411140441894519,12.10942268371581
mps-uncap,0.3,29.39136266708375,15.337147712707505,15.032031536102274
mps-uncap,0.4,39.34290647506714,18.263828754425067,18.547153472900394
