mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,28.199315071105957,7.154107093811035,10.418891906738281
mps-uncap,0.9,45.81046104431152,10.93912124633789,15.162467956542969
mps-uncap,1.0,110.17942428588867,88.45019340515137,68.8561201095581
mps-uncap,0.5,15.26641845703125,6.449341773986816,5.961179733276367
mps-uncap,0.6,19.315004348754883,6.424546241760254,6.748199462890625
mps-uncap,0.7,24.06930923461914,6.546735763549805,8.543729782104492
mps-uncap,0.1,12.559175491333008,6.249666213989258,5.335807800292969
mps-uncap,0.2,13.67330551147461,6.1016082763671875,5.355954170227051
mps-uncap,0.3,13.94355297088623,6.155133247375488,5.361437797546387
mps-uncap,0.4,14.987707138061523,6.524324417114258,5.431890487670898
