mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,242.90966987609863,87.99123764038086,77.33511924743652
mps-uncap,0.9,351.2003421783447,199.07546043395996,146.4228630065918
mps-uncap,1.0,723.5565185546875,1619.7614669799805,500.9610652923584
mps-uncap,0.5,69.87285614013672,35.74681282043457,31.801700592041016
mps-uncap,0.6,98.9372730255127,44.522762298583984,53.79748344421387
mps-uncap,0.7,127.70748138427734,61.54060363769531,57.47389793395996
mps-uncap,0.1,25.490283966064453,18.9054012298584,12.806415557861328
mps-uncap,0.2,27.87947654724121,24.14703369140625,19.9429988861084
mps-uncap,0.3,47.215938568115234,21.8813419342041,25.469303131103516
mps-uncap,0.4,68.16267967224121,29.9985408782959,31.496763229370117
