mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,2.8165578842163086,1.4379024505615234,4.418134689331055
mps-uncap,0.9,20.93338966369629,5.118966102600098,8.777737617492676
mps-uncap,1.0,82.61895179748535,80.73067665100098,61.86795234680176
mps-uncap,0.5,0.054836273193359375,0.0457763671875,0.04684925079345703
mps-uncap,0.6,0.057816505432128906,0.04410743713378906,0.048160552978515625
mps-uncap,0.7,0.05984306335449219,0.04506111145019531,2.4303197860717773
mps-uncap,0.1,0.06461143493652344,0.055909156799316406,0.0553131103515625
mps-uncap,0.2,0.0629425048828125,0.04887580871582031,0.049591064453125
mps-uncap,0.3,0.0591278076171875,0.049114227294921875,0.049591064453125
mps-uncap,0.4,0.05543231964111328,0.04744529724121094,0.04935264587402344
