mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,213.0868434906006,79.55265045166016,71.5487003326416
mps-uncap,0.9,318.83788108825684,191.89906120300293,139.16873931884766
mps-uncap,1.0,694.1812038421631,1612.3337745666504,494.2586421966553
mps-uncap,0.5,54.72254753112793,31.983137130737305,25.24423599243164
mps-uncap,0.6,87.7833366394043,37.11652755737305,46.91648483276367
mps-uncap,0.7,100.32844543457031,52.744388580322266,50.66561698913574
mps-uncap,0.1,13.365983963012695,9.635448455810547,7.297039031982422
mps-uncap,0.2,14.96267318725586,18.805980682373047,13.72075080871582
mps-uncap,0.3,36.38315200805664,16.275405883789062,20.03645896911621
mps-uncap,0.4,40.4210090637207,22.625207901000977,26.071548461914062
