mode,load,0_inception_v3-32,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,29.256820678710938,8.021879196166992,7.96046257019043
mps-uncap,0.9,32.410621643066406,9.171128273010254,8.047866821289062
mps-uncap,1.0,30.27510643005371,9.844303131103516,8.603215217590332
mps-uncap,0.5,23.162984848022457,7.086396217346191,6.708097457885744
mps-uncap,0.6,27.405166625976562,7.227325439453126,7.052707672119139
mps-uncap,0.7,28.66368293762207,7.721328735351564,7.765817642211913
mps-uncap,0.1,14.621400833129883,6.973433494567871,5.38482666015625
mps-uncap,0.2,16.022348403930664,6.553888320922852,5.681514739990234
mps-uncap,0.3,18.936920166015625,6.7852020263671875,6.0852766036987305
mps-uncap,0.4,21.51601314544678,7.044792175292969,6.544113159179689
