mode,load,0_densenet161-16,1_resnet34-8,2_vgg11-8
mps-uncap,0.8,265.8659885981699,469.7535177413483,1281.7201934334769
mps-uncap,0.9,299.9309692398835,516.8035303419501,1432.6676698191764
mps-uncap,1.0,269.1472045790262,535.3674641107344,1497.9836835825952
mps-uncap,0.5,150.9284472481186,290.56449989208846,793.255782551059
mps-uncap,0.6,178.1111812507103,336.4536017659768,936.0375965517719
mps-uncap,0.7,212.97128133653285,413.00765165639433,1108.6922963534682
mps-uncap,0.1,32.82564725435331,60.129981092861975,153.43148813662103
mps-uncap,0.2,57.284557060005554,111.03625862484654,320.6476179583938
mps-uncap,0.3,93.04792361150557,175.41325443430281,473.3308595356157
mps-uncap,0.4,131.41156798462862,235.46511856622675,638.9527637650037
