mode,load,0_densenet161-16,1_resnet34-8,2_vgg11-8
mps-uncap,0.8,20.768404006958008,3.4332275390625,3.5071372985839844
mps-uncap,0.9,31.058311462402344,3.6039352416992188,3.8297176361083984
mps-uncap,1.0,28.087377548217773,3.473043441772461,3.579854965209961
mps-uncap,0.5,18.555164337158203,3.4346580505371094,3.4775733947753906
mps-uncap,0.6,18.691062927246094,3.3817291259765625,3.4809112548828125
mps-uncap,0.7,18.78190040588379,3.4377574920654297,3.444671630859375
mps-uncap,0.1,19.541263580322266,3.9205551147460938,3.7474632263183594
mps-uncap,0.2,18.551349639892578,3.587007522583008,3.4856796264648438
mps-uncap,0.3,18.494367599487305,3.9415359497070312,3.4532546997070312
mps-uncap,0.4,18.383502960205078,3.3910274505615234,3.4284591674804688
