mode,load,0_efficientnet_b6-32,1_densenet201-4,2_vgg19-16
mps-uncap,1.0,293.1981910641346,38.17011566105655,852.7223764179937
mig,1.0,391.69793380913103,192.45975967916036,387.07755891054046
