mode,load,0_efficientnet_b6-32,1_densenet201-4,2_vgg19-16
mps-uncap,1.0,118.00718307495117,116.5924072265625,26.78990364074707
mig,1.0,94.5286750793457,26.58534049987793,55.14645576477051
