mode,load,0_efficientnet_b6-32,1_densenet201-4,2_vgg19-16
mps-uncap,1.0,111.60440444946289,109.47332382202148,23.079681396484375
mig,1.0,82.18679428100586,21.084976196289062,41.62766933441162
