mode,load,0_densenet169-4,1_densenet169-4
mig,0.1,0.01239776611328125,0.018358230590820312
mig,0.2,0.009775161743164062,0.011920928955078125
mig,0.3,0.012159347534179688,0.012159347534179688
mig,0.4,0.009775161743164062,0.010728836059570312
mig,0.5,0.010013580322265625,0.010013580322265625
mig,0.6,0.009298324584960938,0.0095367431640625
mig,0.7,0.010251998901367188,0.0095367431640625
mig,0.8,0.011444091796875,0.01049041748046875
mig,0.9,0.011444091796875,0.010251998901367188
mig,1.0,0.0133514404296875,0.0152587890625
