mode,load,0_densenet169-4,1_densenet169-4
mig,0.1,0.057220458984375,0.05745887756347656
mig,0.2,0.05078315734863281,0.05137920379638672
mig,0.3,0.05245208740234375,0.04673004150390625
mig,0.4,0.05054473876953125,0.04673004150390625
mig,0.5,1.2612342834472656,1.2085437774658203
mig,0.6,4.607439041137695,5.153894424438477
mig,0.7,7.846355438232422,9.619474411010742
mig,0.8,16.33608341217041,15.349149703979492
mig,0.9,22.708535194396973,31.709671020507812
mig,1.0,950.9903192520142,1430.2105903625488
