mode,load,0_densenet169-4,1_densenet169-4
mig,0.1,42.66090262417024,38.47486232890761
mig,0.2,80.77533388413153,83.1093276104871
mig,0.3,124.05712329079127,121.77662041145163
mig,0.4,160.9868280839856,159.34422367417292
mig,0.5,202.08004668472373,205.14925527374118
mig,0.6,241.10559764057697,240.2848818189663
mig,0.7,284.0595894883635,285.40656239697734
mig,0.8,325.6820226066332,328.6971956531346
mig,0.9,360.15106877708877,374.5290580937827
mig,1.0,394.930226818515,396.11130205681854
