mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16,2_squeezenet1_0-16,3_squeezenet1_0-16
mig,0.1,10.13493537902832,10.17451286315918,10.176658630371094,19.922494888305664
mig,0.2,10.109663009643555,10.140180587768555,10.14852523803711,19.887924194335938
mig,0.3,10.100364685058594,10.130167007446289,10.138511657714844,19.863605499267578
mig,0.4,9.964227676391602,9.983539581298828,9.99903678894043,19.801616668701172
mig,0.5,9.96088981628418,9.981393814086914,9.994268417358398,19.73438262939453
mig,0.6,9.982585906982422,9.991168975830078,9.995460510253906,19.78302001953125
mig,0.7,9.979486465454102,10.005712509155273,10.010719299316406,19.78754997253418
mig,0.8,9.959220886230469,9.979724884033203,10.004997253417969,19.791603088378906
mig,0.9,10.011672973632812,10.052204132080078,10.094404220581055,19.82402801513672
mig,1.0,10.033369064331055,10.040044784545898,10.082244873046875,19.865989685058594
