mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16,2_squeezenet1_0-16,3_squeezenet1_0-16
mig,0.1,10.783073902130127,10.486836433410641,11.575465202331541,19.42519187927246
mig,0.2,20.002923011779743,17.762935161590573,17.866134643554695,26.469433307647698
mig,0.3,24.708545207977277,23.96977186203004,23.83095026016237,35.861549377441406
mig,0.4,29.247188568115213,30.61569690704346,38.24389457702635,57.70259618759152
mig,0.5,33.74671697616578,38.68203163146972,42.49851226806634,66.7514562606811
mig,0.6,53.689250946044915,50.401339530944824,68.4493923187256,119.11184310913085
mig,0.7,105.17148017883294,99.20385360717775,97.83053398132316,190.73827266693115
mig,0.8,216.31501913070724,242.93107986450153,234.25069093704207,332.0544338226319
mig,0.9,2547.9942870140076,2002.621173858643,3398.0085015296936,1785.3551864624023
mig,1.0,8123.351933956147,7229.046850204468,6891.923828125,6381.47819519043
