mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16,2_squeezenet1_0-16,3_squeezenet1_0-16
mig,0.1,167.32360946316467,152.8815148740518,172.88443728823592,93.46922429374624
mig,0.2,327.8579361836625,349.07670698246596,338.8363416526656,170.32656074651757
mig,0.3,513.5102374135498,516.5753708139364,523.7905858017326,244.85850937415137
mig,0.4,693.6236255866355,663.709769715185,655.0174367940123,340.6828592103077
mig,0.5,852.9039248806855,833.8386323117526,838.0815108816201,439.9752948721178
mig,0.6,1037.7614176023515,989.7637063856528,1005.1251019207813,515.3349781241886
mig,0.7,1198.7157615841816,1175.5058561404803,1211.0546748498257,601.7335466334148
mig,0.8,1372.0916840442633,1384.0638083073038,1365.9497612344842,701.6141196624468
mig,0.9,1487.295466871827,1481.846662597831,1467.535096413549,770.8207677096137
mig,1.0,1488.061066053435,1480.8071974623554,1473.7704533727724,777.2198032258326
