mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16,2_squeezenet1_0-16,3_squeezenet1_0-16
mig,0.1,33.2188606262207,24.289369583129883,32.81283378601074,42.10233688354492
mig,0.2,44.898271560668945,39.739370346069336,46.305179595947266,61.788082122802734
mig,0.3,43.82634162902832,50.79317092895508,49.710750579833984,72.44253158569336
mig,0.4,59.20672416687012,55.776119232177734,69.46635246276855,114.64118957519531
mig,0.5,70.63555717468262,72.85737991333008,75.07801055908203,104.5992374420166
mig,0.6,96.89640998840332,82.53145217895508,116.09911918640137,177.8697967529297
mig,0.7,139.70303535461426,152.32515335083008,154.8147201538086,252.55298614501953
mig,0.8,321.7604160308838,341.1386013031006,293.84922981262207,413.85579109191895
mig,0.9,2651.195526123047,2080.167055130005,3527.724504470825,1880.4373741149902
mig,1.0,8287.06955909729,7292.732000350952,7079.660654067993,6485.65411567688
