mode,load,0_squeezenet1_0-16,1_squeezenet1_0-16,2_squeezenet1_0-16,3_squeezenet1_0-16
mig,0.1,11.275649070739746,11.299848556518555,11.364579200744629,21.131038665771484
mig,0.2,11.308789253234863,11.33108139038086,11.317253112792969,21.18360996246338
mig,0.3,11.422991752624512,11.394262313842773,11.46078109741211,21.227121353149414
mig,0.4,11.98434829711914,11.860132217407227,12.033939361572266,21.752238273620605
mig,0.5,13.582825660705566,13.271212577819824,13.90385627746582,27.196645736694336
mig,0.6,17.70496368408203,17.24720001220703,18.245220184326172,33.72812271118164
mig,0.7,23.67377281188965,22.83024787902832,24.729013442993164,42.61481761932373
mig,0.8,48.368215560913086,49.57437515258789,47.991394996643066,79.5142650604248
mig,0.9,1271.1067199707031,1136.123776435852,1753.1226873397827,470.5359935760498
mig,1.0,3774.662494659424,4253.993630409241,3753.495454788208,3262.5131607055664
