mode,load,0_resnet18-16,1_densenet169-8,2_resnet18-4
mps-uncap,1.0,5.206918716430664,18.20957660675049,3.7772655487060547
mig,1.0,5.498170852661133,19.77818012237549,2.9621124267578125
