mode,load,0_resnet18-16,1_densenet169-8,2_resnet18-4
mps-uncap,1.0,0.006198883056640625,0.0007152557373046875,0.000476837158203125
mig,1.0,0.0054836273193359375,0.0064373016357421875,0.007867813110351562
