mode,load,0_resnet18-16,1_densenet169-8,2_resnet18-4
mps-uncap,1.0,3.2694339752197266,17.191171646118164,2.0754337310791016
mig,1.0,4.819154739379883,18.881797790527344,2.6640892028808594
