mode,load,0_resnet18-16,1_densenet169-8,2_resnet18-4
mps-uncap,1.0,3.2694339752197266,17.191410064697266,2.075672149658203
mig,1.0,4.819631576538086,18.881797790527344,2.6640892028808594
