mode,load,0_resnet18-16,1_densenet169-8,2_resnet18-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
