mode,load,0_resnet50-8,1_resnet50-8
mig,0.1,0.030755996704101562,0.030040740966796875
mig,0.2,0.02956390380859375,0.029087066650390625
mig,0.3,0.023365020751953125,0.023365020751953125
mig,0.4,0.028848648071289062,0.8103847503662109
mig,0.5,0.7915496826171875,3.88336181640625
mig,0.6,3.0771493911743164,7.540464401245117
mig,0.7,5.267620086669922,16.277313232421875
mig,0.8,12.237071990966797,103.85680198669434
mig,0.9,29.82640266418457,3625.0133514404297
mig,1.0,2005.990982055664,6456.853628158569
