mode,load,0_efficientnet_b6-2,1_resnet18-32,2_resnet50-16
mps-uncap,0.8,19.713163375854492,6.0672760009765625,10.222196578979492
mps-uncap,0.9,24.53935146331787,6.306171417236328,11.484265327453613
mps-uncap,1.0,33.33628177642822,6.999492645263672,12.205839157104492
mps-uncap,0.5,17.502188682556152,4.515647888183594,7.358312606811523
mps-uncap,0.6,17.50481128692627,4.604816436767578,8.773088455200195
mps-uncap,0.7,17.29750633239746,5.306482315063477,9.237289428710938
mps-uncap,0.1,23.43440055847168,4.223346710205078,7.201910018920898
mps-uncap,0.2,20.013809204101562,4.197359085083008,6.562232971191406
mps-uncap,0.3,18.329620361328125,4.207134246826172,6.886720657348633
mps-uncap,0.4,17.912626266479492,4.222631454467773,7.11822509765625
