mode,load,0_efficientnet_b6-2,1_resnet18-32,2_resnet50-16
mps-uncap,0.8,138.66090774536133,68.71891021728516,107.30934143066406
mps-uncap,0.9,315.22512435913086,101.87482833862305,178.5423755645752
mps-uncap,1.0,586.8663787841797,735.633373260498,278.0778408050537
mps-uncap,0.5,56.45942687988281,24.171113967895508,25.933504104614258
mps-uncap,0.6,47.39713668823242,36.266326904296875,42.40608215332031
mps-uncap,0.7,60.924530029296875,33.60486030578613,76.1408805847168
mps-uncap,0.1,14.707326889038086,8.31294059753418,8.944272994995117
mps-uncap,0.2,26.533126831054688,9.378433227539062,17.072439193725586
mps-uncap,0.3,33.22267532348633,20.465612411499023,18.793106079101562
mps-uncap,0.4,41.67461395263672,13.868331909179688,20.928382873535156
