mode,load,0_efficientnet_b6-2,1_resnet18-32,2_resnet50-16
mps-uncap,0.8,46.476359977488045,3642.668535833197,1019.316796950967
mps-uncap,0.9,52.23889635621105,4094.227824560118,1126.0748310688773
mps-uncap,1.0,56.99663413366087,4541.890759139186,1259.1657972961725
mps-uncap,0.5,28.49122044367659,2231.517094421722,623.3739659247487
mps-uncap,0.6,32.5792254628134,2660.35725781478,728.7251791691712
mps-uncap,0.7,40.72386012169116,3121.3133327333594,867.9605085616421
mps-uncap,0.1,5.31355753190512,427.5272417615495,123.674954612082
mps-uncap,0.2,12.094481152782189,875.7974618048668,250.11125019780886
mps-uncap,0.3,17.595360023108793,1361.6189687276733,376.7706365916457
mps-uncap,0.4,22.333713370978245,1838.749610335369,491.59136124189
