mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,33.54537487030029,14.384865760803223,3.7555694580078125
mps-uncap,0.9,37.303924560546875,15.882492065429688,3.656625747680664
mps-uncap,1.0,37.37986087799072,14.156818389892578,4.145383834838867
mps-uncap,0.5,29.007673263549805,10.6201171875,3.1898021697998047
mps-uncap,0.6,29.35612201690674,10.927557945251465,3.1980276107788086
mps-uncap,0.7,32.585978507995605,11.631011962890625,3.487110137939453
mps-uncap,0.1,29.115676879882812,19.72019672393799,4.161953926086426
mps-uncap,0.2,27.108430862426758,15.582084655761719,4.024505615234375
mps-uncap,0.3,26.999711990356445,12.049555778503418,3.823518753051758
mps-uncap,0.4,27.94170379638672,10.999441146850586,3.676891326904297
