mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,540.8363342285156,278.94139289855957,88.78779411315918
mps-uncap,0.9,896.6736793518066,812.8001689910889,82.29732513427734
mps-uncap,1.0,6796.138525009155,2102.839708328247,6229.846477508545
mps-uncap,0.5,126.12199783325195,101.27472877502441,23.276090621948242
mps-uncap,0.6,227.86355018615723,134.85145568847656,40.67707061767578
mps-uncap,0.7,268.7966823577881,95.98898887634277,76.10726356506348
mps-uncap,0.1,56.688785552978516,47.70183563232422,14.160871505737305
mps-uncap,0.2,83.25648307800293,52.765846252441406,18.323898315429688
mps-uncap,0.3,79.68449592590332,44.97790336608887,18.83721351623535
mps-uncap,0.4,101.13811492919922,50.54903030395508,19.97852325439453
