mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,35.1085901260376,20.446825027465824,6.493782997131348
mps-uncap,0.9,38.195252418518066,20.247602462768555,6.888103485107423
mps-uncap,1.0,37.99002170562744,18.439197540283203,8.402585983276365
mps-uncap,0.5,33.99848937988281,17.180657386779785,4.5986175537109375
mps-uncap,0.6,33.808112144470215,18.125438690185543,5.283522605895996
mps-uncap,0.7,36.968207359313965,16.68572425842285,5.895280838012695
mps-uncap,0.1,37.655067443847656,20.486140251159668,4.434299468994141
mps-uncap,0.2,30.295419692993164,20.055699348449707,4.471158981323242
mps-uncap,0.3,31.782555580139164,17.28811264038086,4.323840141296387
mps-uncap,0.4,33.12821388244629,16.88098907470703,4.429745674133301
