mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,39.10326957702637,25.667905807495117,13.55743408203125
mps-uncap,0.9,41.194915771484375,23.817777633666992,12.201547622680664
mps-uncap,1.0,52.35695838928223,32.100677490234375,17.333030700683594
mps-uncap,0.5,40.152549743652344,23.537158966064453,11.906862258911133
mps-uncap,0.6,43.425559997558594,23.73051643371582,15.756368637084961
mps-uncap,0.7,40.907859802246094,21.836042404174805,12.697458267211914
mps-uncap,0.1,41.64910316467285,27.124643325805664,12.176275253295898
mps-uncap,0.2,33.95414352416992,23.66805076599121,12.206792831420898
mps-uncap,0.3,40.102481842041016,23.491859436035156,15.83719253540039
mps-uncap,0.4,40.868520736694336,24.791955947875977,12.840509414672852
