mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,264.26861286163336,89.19634819030765,33.90684127807617
mps-uncap,0.9,587.6328945159912,578.844690322876,41.56267642974856
mps-uncap,1.0,6339.756178855896,1793.0199146270752,5772.419357299803
mps-uncap,0.5,61.592817306518555,27.933001518249508,8.760213851928711
mps-uncap,0.6,81.3668966293335,36.847281455993645,11.976432800292969
mps-uncap,0.7,128.2054662704468,39.69523906707765,16.304731369018555
mps-uncap,0.1,38.87648582458496,22.036504745483402,5.593180656433105
mps-uncap,0.2,38.791036605834975,23.126029968261722,7.015895843505862
mps-uncap,0.3,42.69213676452637,22.013688087463382,7.26318359375
mps-uncap,0.4,52.944254875183105,25.428915023803707,7.790160179138189
