mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,230.69024085998535,74.38457012176518,29.539561271667484
mps-uncap,0.9,551.0419607162476,566.3887500762938,37.32666969299317
mps-uncap,1.0,6301.993250846863,1778.2335042953491,5768.619537353515
mps-uncap,0.5,33.3707332611084,14.713692665100096,4.56547737121582
mps-uncap,0.6,51.98955535888672,23.62630367279052,7.725143432617188
mps-uncap,0.7,94.14670467376709,27.465510368347186,12.082147598266602
mps-uncap,0.1,0.049495697021484375,2.307558059692386,0.46706199645995966
mps-uncap,0.2,10.598659515380861,9.072732925415039,2.2975683212280367
mps-uncap,0.3,15.603160858154306,9.517574310302743,2.9985904693603516
mps-uncap,0.4,25.530171394348134,12.892818450927727,3.5433769226074245
