mode,load,0_densenet169-32,1_inception_v3-8,2_squeezenet1_0-8
mps-uncap,0.8,37.399160861969,22.08752155303955,9.930369853973385
mps-uncap,0.9,38.94621133804321,21.87079429626465,9.16235685348511
mps-uncap,1.0,38.35257530212402,19.85996007919312,9.609923362731934
mps-uncap,0.5,37.96069622039794,20.908224582672123,8.91411304473877
mps-uncap,0.6,36.76733970642089,21.5956711769104,9.540998935699465
mps-uncap,0.7,39.39113855361938,19.30133581161499,9.679203033447264
mps-uncap,0.1,40.80089569091796,23.009793758392323,7.663335800170811
mps-uncap,0.2,32.52592086791992,21.354064941406246,9.171552658081055
mps-uncap,0.3,34.914126396179206,20.6745457649231,8.336710929870602
mps-uncap,0.4,37.30856657028199,20.74253082275391,8.836719989776604
